latitude,longitude,location_name,description
7.957180924964252,80.75819541953518,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957098393316448,80.75827229166171,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957215192522277,80.75812614619359,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.9573455493869885,80.75837075855453,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957015877115698,80.75817962164487,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.956904974086357,80.75819006301168,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.956921039599585,80.75767453336599,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957449289616478,80.75802404560027,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.95692224629893,80.75808042032014,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957443768767777,80.75836363794453,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957382815004575,80.7581279349479,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957481292039601,80.75796932105008,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957537429500344,80.75807177049886,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957271595133046,80.75794220397721,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957076641312219,80.7583707923759,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957175928941646,80.75801842072123,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957084580286152,80.7577916360671,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957422325571873,80.75814950573549,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.956860174065192,80.75814323542167,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.9570056110178475,80.75836120218773,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957362050852536,80.75831033775563,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957449476861795,80.75819092012276,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.9570311901834145,80.75829111979655,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957248518951466,80.75819472721221,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957224639168468,80.75841610112393,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957276802714578,80.75832637206199,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957184152682542,80.75836488838245,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957334675628817,80.75811257725933,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957081037110991,80.75839958804089,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957179182150768,80.75828993843479,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957100859384142,80.7584827014223,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.9576568317903025,80.75819370329192,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.956892778232157,80.75828158350649,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957338568358282,80.75800171007559,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957514360250344,80.75832669162237,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957471603539901,80.75838706359879,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957253363815284,80.75813567385568,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957535819667681,80.7585618471853,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957333973489316,80.75798377903806,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957517761149613,80.75794602768273,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957643862419233,80.75806294353089,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957443348041167,80.75844850518865,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957546693860193,80.75817075976308,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.956976389780979,80.75841508216034,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957371653428958,80.75798916134384,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957128036039486,80.75826272673774,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957168770024221,80.75808064517929,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957396687207119,80.75811717907953,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957356591318015,80.7584697544217,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957311073019434,80.75785568423505,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957292283075207,80.75796221517348,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957053046467192,80.7582517998638,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.956974166544313,80.75825938366839,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957305068879123,80.7581648510319,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957264859909975,80.75830228011027,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957297020824981,80.75804977068822,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957171812443837,80.75808898800958,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.95711859648949,80.75774411319188,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.9571317353586375,80.75825162490362,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957110973432836,80.75769484078637,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.9571009908311545,80.75846423408338,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957376987170512,80.75838655649383,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957297874084189,80.75832967994982,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957228121819756,80.75815461201564,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.9569455875542685,80.75793434973781,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.95716776883891,80.75861302699532,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957170729680968,80.7581638448118,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957550675918548,80.75810706404471,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957282049209749,80.7584820038208,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957248856920689,80.75827660201938,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957370960336172,80.75807193742192,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.9572539316303015,80.7581603639009,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957395534238535,80.75790519695701,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957200202219996,80.75801787804714,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.956994998516351,80.75857692068256,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.9569165234462504,80.7583014943692,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.956886753135303,80.75801556551814,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
7.957227300973724,80.75809726238587,Lion's Paw,"The massive lion paws carved into the rock, marking the entrance to the final climb to the summit."
